material_name_T,S_ethylene,task,time (min),total_metal_loading,particle_diameter (nm),std_dev (nm),surface_area (m^2/g),av_IP (eV),av_EA (eV),av_PE,av_bulk_int_dist (A),av_E_coh (eV/atom),av_B_0 (Gpa),av_mu_C_critical_surf (eV),av_mu_C_critical_subsurf (eV),av_E_b_C_subsurf (eV),av_E_def_subsurf (eV),av_delta_M1_M2_subsurf,av_BE_H_surf (eV),av_W_change_H (eV),av_d_band_center_surf (eV),av_BE_H_subsurf (eV)
PdAg_1_1_100,-0.140527487496035,2,351.0,0.0143,9,4,69,7.9565,0.933,2.065,2.821,3.42,143.9,-5.34,-5.875,6.065,0.19,0.0624,-2.48,0.075,-2.955,-1.92
PdAg_1_1_100,-0.1281630446115,2,364.5,0.0143,9,4,69,7.9565,0.933,2.065,2.821,3.42,143.9,-5.34,-5.875,6.065,0.19,0.0624,-2.48,0.075,-2.955,-1.92
PdAg_1_1_100,-0.112799315345222,2,391.5,0.0143,9,4,69,7.9565,0.933,2.065,2.821,3.42,143.9,-5.34,-5.875,6.065,0.19,0.0624,-2.48,0.075,-2.955,-1.92
PdAg_1_1_150,-0.977597722836766,3,13.5,0.0143,9,4,69,7.9565,0.933,2.065,2.821,3.42,143.9,-5.34,-5.875,6.065,0.19,0.0624,-2.48,0.075,-2.955,-1.92
PdAg_1_1_150,-0.890190469093241,3,27.0,0.0143,9,4,69,7.9565,0.933,2.065,2.821,3.42,143.9,-5.34,-5.875,6.065,0.19,0.0624,-2.48,0.075,-2.955,-1.92
PdAg_1_1_150,-0.653378187181767,3,40.5,0.0143,9,4,69,7.9565,0.933,2.065,2.821,3.42,143.9,-5.34,-5.875,6.065,0.19,0.0624,-2.48,0.075,-2.955,-1.92
PdAg_1_1_150,-0.427171295991427,3,54.0,0.0143,9,4,69,7.9565,0.933,2.065,2.821,3.42,143.9,-5.34,-5.875,6.065,0.19,0.0624,-2.48,0.075,-2.955,-1.92
PdAg_1_1_150,-0.257566756659973,3,67.5,0.0143,9,4,69,7.9565,0.933,2.065,2.821,3.42,143.9,-5.34,-5.875,6.065,0.19,0.0624,-2.48,0.075,-2.955,-1.92
PdAg_1_1_150,-0.084967557774873,3,94.5,0.0143,9,4,69,7.9565,0.933,2.065,2.821,3.42,143.9,-5.34,-5.875,6.065,0.19,0.0624,-2.48,0.075,-2.955,-1.92
PdAg_1_1_150,-0.033817683934033,3,108.0,0.0143,9,4,69,7.9565,0.933,2.065,2.821,3.42,143.9,-5.34,-5.875,6.065,0.19,0.0624,-2.48,0.075,-2.955,-1.92
PdAg_1_1_150,0.003114230267399,3,121.5,0.0143,9,4,69,7.9565,0.933,2.065,2.821,3.42,143.9,-5.34,-5.875,6.065,0.19,0.0624,-2.48,0.075,-2.955,-1.92
PdAg_1_1_150,0.033258999314554,3,135.0,0.0143,9,4,69,7.9565,0.933,2.065,2.821,3.42,143.9,-5.34,-5.875,6.065,0.19,0.0624,-2.48,0.075,-2.955,-1.92
PdAg_1_1_150,0.047740398635885,3,148.5,0.0143,9,4,69,7.9565,0.933,2.065,2.821,3.42,143.9,-5.34,-5.875,6.065,0.19,0.0624,-2.48,0.075,-2.955,-1.92
PdAg_1_1_150,0.069887438771541,3,162.0,0.0143,9,4,69,7.9565,0.933,2.065,2.821,3.42,143.9,-5.34,-5.875,6.065,0.19,0.0624,-2.48,0.075,-2.955,-1.92
PdAg_1_1_150,0.096615144430036,3,175.5,0.0143,9,4,69,7.9565,0.933,2.065,2.821,3.42,143.9,-5.34,-5.875,6.065,0.19,0.0624,-2.48,0.075,-2.955,-1.92
PdAg_1_1_150,0.122258148219002,3,202.5,0.0143,9,4,69,7.9565,0.933,2.065,2.821,3.42,143.9,-5.34,-5.875,6.065,0.19,0.0624,-2.48,0.075,-2.955,-1.92
PdAg_1_1_150,0.133015666757639,3,216.0,0.0143,9,4,69,7.9565,0.933,2.065,2.821,3.42,143.9,-5.34,-5.875,6.065,0.19,0.0624,-2.48,0.075,-2.955,-1.92
PdAg_1_1_150,0.142932108709912,3,229.5,0.0143,9,4,69,7.9565,0.933,2.065,2.821,3.42,143.9,-5.34,-5.875,6.065,0.19,0.0624,-2.48,0.075,-2.955,-1.92
PdAg_1_1_150,0.149940429450403,3,243.0,0.0143,9,4,69,7.9565,0.933,2.065,2.821,3.42,143.9,-5.34,-5.875,6.065,0.19,0.0624,-2.48,0.075,-2.955,-1.92
PdAg_1_1_150,0.153452680086389,3,256.5,0.0143,9,4,69,7.9565,0.933,2.065,2.821,3.42,143.9,-5.34,-5.875,6.065,0.19,0.0624,-2.48,0.075,-2.955,-1.92
PdAg_1_1_150,0.163597830539627,3,270.0,0.0143,9,4,69,7.9565,0.933,2.065,2.821,3.42,143.9,-5.34,-5.875,6.065,0.19,0.0624,-2.48,0.075,-2.955,-1.92
PdAg_1_1_150,0.174437844415028,3,283.5,0.0143,9,4,69,7.9565,0.933,2.065,2.821,3.42,143.9,-5.34,-5.875,6.065,0.19,0.0624,-2.48,0.075,-2.955,-1.92
PdAg_1_1_150,0.178681435131754,3,297.0,0.0143,9,4,69,7.9565,0.933,2.065,2.821,3.42,143.9,-5.34,-5.875,6.065,0.19,0.0624,-2.48,0.075,-2.955,-1.92
PdAg_1_1_150,0.185635483549727,3,310.5,0.0143,9,4,69,7.9565,0.933,2.065,2.821,3.42,143.9,-5.34,-5.875,6.065,0.19,0.0624,-2.48,0.075,-2.955,-1.92
PdAg_1_1_150,0.192163671478844,3,324.0,0.0143,9,4,69,7.9565,0.933,2.065,2.821,3.42,143.9,-5.34,-5.875,6.065,0.19,0.0624,-2.48,0.075,-2.955,-1.92
PdAg_1_1_150,0.218934348569645,3,391.5,0.0143,9,4,69,7.9565,0.933,2.065,2.821,3.42,143.9,-5.34,-5.875,6.065,0.19,0.0624,-2.48,0.075,-2.955,-1.92
PdAg_1_1_150,0.224873841660584,3,405.0,0.0143,9,4,69,7.9565,0.933,2.065,2.821,3.42,143.9,-5.34,-5.875,6.065,0.19,0.0624,-2.48,0.075,-2.955,-1.92
PdAu_1_9_100,-0.424518086152226,2,13.5,0.0083,6,3,67,9.1371,2.1343,2.506,2.8664,3.819,168.3,-4.934,-4.696,4.974,0.278,0.09347,-2.286,-0.14,-3.178,-1.576
PdAu_1_9_100,-0.091004673030649,2,27.0,0.0083,6,3,67,9.1371,2.1343,2.506,2.8664,3.819,168.3,-4.934,-4.696,4.974,0.278,0.09347,-2.286,-0.14,-3.178,-1.576
PdAu_1_9_100,-0.071911564782027,2,40.5,0.0083,6,3,67,9.1371,2.1343,2.506,2.8664,3.819,168.3,-4.934,-4.696,4.974,0.278,0.09347,-2.286,-0.14,-3.178,-1.576
PdAu_1_9_100,-0.010075607016135,2,67.5,0.0083,6,3,67,9.1371,2.1343,2.506,2.8664,3.819,168.3,-4.934,-4.696,4.974,0.278,0.09347,-2.286,-0.14,-3.178,-1.576
PdAu_1_9_100,0.009299946229292,2,81.0,0.0083,6,3,67,9.1371,2.1343,2.506,2.8664,3.819,168.3,-4.934,-4.696,4.974,0.278,0.09347,-2.286,-0.14,-3.178,-1.576
PdAu_1_9_100,0.040798772122347,2,94.5,0.0083,6,3,67,9.1371,2.1343,2.506,2.8664,3.819,168.3,-4.934,-4.696,4.974,0.278,0.09347,-2.286,-0.14,-3.178,-1.576
PdAu_1_9_100,0.05806571622389,2,108.0,0.0083,6,3,67,9.1371,2.1343,2.506,2.8664,3.819,168.3,-4.934,-4.696,4.974,0.278,0.09347,-2.286,-0.14,-3.178,-1.576
PdAu_1_9_100,0.078943213756944,2,121.5,0.0083,6,3,67,9.1371,2.1343,2.506,2.8664,3.819,168.3,-4.934,-4.696,4.974,0.278,0.09347,-2.286,-0.14,-3.178,-1.576
PdAu_1_9_100,0.096831822739269,2,135.0,0.0083,6,3,67,9.1371,2.1343,2.506,2.8664,3.819,168.3,-4.934,-4.696,4.974,0.278,0.09347,-2.286,-0.14,-3.178,-1.576
PdAu_1_9_100,0.119155156976666,2,162.0,0.0083,6,3,67,9.1371,2.1343,2.506,2.8664,3.819,168.3,-4.934,-4.696,4.974,0.278,0.09347,-2.286,-0.14,-3.178,-1.576
PdAu_1_9_100,0.131341509112235,2,175.5,0.0083,6,3,67,9.1371,2.1343,2.506,2.8664,3.819,168.3,-4.934,-4.696,4.974,0.278,0.09347,-2.286,-0.14,-3.178,-1.576
PdAu_1_9_100,0.142926725411926,2,189.0,0.0083,6,3,67,9.1371,2.1343,2.506,2.8664,3.819,168.3,-4.934,-4.696,4.974,0.278,0.09347,-2.286,-0.14,-3.178,-1.576
PdAu_1_9_100,0.159732033491523,2,202.5,0.0083,6,3,67,9.1371,2.1343,2.506,2.8664,3.819,168.3,-4.934,-4.696,4.974,0.278,0.09347,-2.286,-0.14,-3.178,-1.576
PdAu_1_9_100,0.169909073169303,2,216.0,0.0083,6,3,67,9.1371,2.1343,2.506,2.8664,3.819,168.3,-4.934,-4.696,4.974,0.278,0.09347,-2.286,-0.14,-3.178,-1.576
PdAu_1_9_100,0.183538542253463,2,229.5,0.0083,6,3,67,9.1371,2.1343,2.506,2.8664,3.819,168.3,-4.934,-4.696,4.974,0.278,0.09347,-2.286,-0.14,-3.178,-1.576
PdAu_1_9_100,0.201930393694827,2,243.0,0.0083,6,3,67,9.1371,2.1343,2.506,2.8664,3.819,168.3,-4.934,-4.696,4.974,0.278,0.09347,-2.286,-0.14,-3.178,-1.576
PdAu_1_9_100,0.20851121474025,2,256.5,0.0083,6,3,67,9.1371,2.1343,2.506,2.8664,3.819,168.3,-4.934,-4.696,4.974,0.278,0.09347,-2.286,-0.14,-3.178,-1.576
PdAu_1_9_100,0.222961415266876,2,270.0,0.0083,6,3,67,9.1371,2.1343,2.506,2.8664,3.819,168.3,-4.934,-4.696,4.974,0.278,0.09347,-2.286,-0.14,-3.178,-1.576
PdAu_1_9_100,0.222832825700808,2,283.5,0.0083,6,3,67,9.1371,2.1343,2.506,2.8664,3.819,168.3,-4.934,-4.696,4.974,0.278,0.09347,-2.286,-0.14,-3.178,-1.576
PdAu_1_9_100,0.244008274492409,2,297.0,0.0083,6,3,67,9.1371,2.1343,2.506,2.8664,3.819,168.3,-4.934,-4.696,4.974,0.278,0.09347,-2.286,-0.14,-3.178,-1.576
PdAu_1_9_100,0.259286869496693,2,310.5,0.0083,6,3,67,9.1371,2.1343,2.506,2.8664,3.819,168.3,-4.934,-4.696,4.974,0.278,0.09347,-2.286,-0.14,-3.178,-1.576
PdAu_1_9_100,0.270013047746817,2,324.0,0.0083,6,3,67,9.1371,2.1343,2.506,2.8664,3.819,168.3,-4.934,-4.696,4.974,0.278,0.09347,-2.286,-0.14,-3.178,-1.576
PdAu_1_9_100,0.285701148837883,2,337.5,0.0083,6,3,67,9.1371,2.1343,2.506,2.8664,3.819,168.3,-4.934,-4.696,4.974,0.278,0.09347,-2.286,-0.14,-3.178,-1.576
PdAu_1_9_100,0.297122246640982,2,351.0,0.0083,6,3,67,9.1371,2.1343,2.506,2.8664,3.819,168.3,-4.934,-4.696,4.974,0.278,0.09347,-2.286,-0.14,-3.178,-1.576
PdAu_1_9_100,0.309011020518442,2,364.5,0.0083,6,3,67,9.1371,2.1343,2.506,2.8664,3.819,168.3,-4.934,-4.696,4.974,0.278,0.09347,-2.286,-0.14,-3.178,-1.576
PdAu_1_9_100,0.328284875013667,2,378.0,0.0083,6,3,67,9.1371,2.1343,2.506,2.8664,3.819,168.3,-4.934,-4.696,4.974,0.278,0.09347,-2.286,-0.14,-3.178,-1.576
PdAu_1_9_100,0.342390687288997,2,391.5,0.0083,6,3,67,9.1371,2.1343,2.506,2.8664,3.819,168.3,-4.934,-4.696,4.974,0.278,0.09347,-2.286,-0.14,-3.178,-1.576
PdAu_1_9_100,0.358839211847717,2,405.0,0.0083,6,3,67,9.1371,2.1343,2.506,2.8664,3.819,168.3,-4.934,-4.696,4.974,0.278,0.09347,-2.286,-0.14,-3.178,-1.576
PdAu_1_9_150,-0.116992247994309,3,13.5,0.0083,6,3,67,9.1371,2.1343,2.506,2.8664,3.819,168.3,-4.934,-4.696,4.974,0.278,0.09347,-2.286,-0.14,-3.178,-1.576
PdAu_1_9_150,0.018074308292547,3,40.5,0.0083,6,3,67,9.1371,2.1343,2.506,2.8664,3.819,168.3,-4.934,-4.696,4.974,0.278,0.09347,-2.286,-0.14,-3.178,-1.576
PdAu_1_9_150,0.078974845004694,3,54.0,0.0083,6,3,67,9.1371,2.1343,2.506,2.8664,3.819,168.3,-4.934,-4.696,4.974,0.278,0.09347,-2.286,-0.14,-3.178,-1.576
PdAu_1_9_150,0.128187674232402,3,67.5,0.0083,6,3,67,9.1371,2.1343,2.506,2.8664,3.819,168.3,-4.934,-4.696,4.974,0.278,0.09347,-2.286,-0.14,-3.178,-1.576
PdAu_1_9_150,0.167287115013186,3,81.0,0.0083,6,3,67,9.1371,2.1343,2.506,2.8664,3.819,168.3,-4.934,-4.696,4.974,0.278,0.09347,-2.286,-0.14,-3.178,-1.576
PdAu_1_9_150,0.20454323056365,3,94.5,0.0083,6,3,67,9.1371,2.1343,2.506,2.8664,3.819,168.3,-4.934,-4.696,4.974,0.278,0.09347,-2.286,-0.14,-3.178,-1.576
PdAu_1_9_150,0.251265965270998,3,121.5,0.0083,6,3,67,9.1371,2.1343,2.506,2.8664,3.819,168.3,-4.934,-4.696,4.974,0.278,0.09347,-2.286,-0.14,-3.178,-1.576
PdAu_1_9_150,0.260942393266316,3,135.0,0.0083,6,3,67,9.1371,2.1343,2.506,2.8664,3.819,168.3,-4.934,-4.696,4.974,0.278,0.09347,-2.286,-0.14,-3.178,-1.576
PdAu_1_9_150,0.27500260946543,3,148.5,0.0083,6,3,67,9.1371,2.1343,2.506,2.8664,3.819,168.3,-4.934,-4.696,4.974,0.278,0.09347,-2.286,-0.14,-3.178,-1.576
PdAu_1_9_150,0.292289871286585,3,162.0,0.0083,6,3,67,9.1371,2.1343,2.506,2.8664,3.819,168.3,-4.934,-4.696,4.974,0.278,0.09347,-2.286,-0.14,-3.178,-1.576
PdAu_1_9_150,0.296962649116407,3,175.5,0.0083,6,3,67,9.1371,2.1343,2.506,2.8664,3.819,168.3,-4.934,-4.696,4.974,0.278,0.09347,-2.286,-0.14,-3.178,-1.576
PdAu_1_9_150,0.307121379300162,3,189.0,0.0083,6,3,67,9.1371,2.1343,2.506,2.8664,3.819,168.3,-4.934,-4.696,4.974,0.278,0.09347,-2.286,-0.14,-3.178,-1.576
PdAu_1_9_150,0.297828722172908,3,202.5,0.0083,6,3,67,9.1371,2.1343,2.506,2.8664,3.819,168.3,-4.934,-4.696,4.974,0.278,0.09347,-2.286,-0.14,-3.178,-1.576
PdAu_1_9_150,0.325929748527378,3,229.5,0.0083,6,3,67,9.1371,2.1343,2.506,2.8664,3.819,168.3,-4.934,-4.696,4.974,0.278,0.09347,-2.286,-0.14,-3.178,-1.576
PdAu_1_9_150,0.336154627716778,3,256.5,0.0083,6,3,67,9.1371,2.1343,2.506,2.8664,3.819,168.3,-4.934,-4.696,4.974,0.278,0.09347,-2.286,-0.14,-3.178,-1.576
PdAu_1_9_150,0.334942989760849,3,270.0,0.0083,6,3,67,9.1371,2.1343,2.506,2.8664,3.819,168.3,-4.934,-4.696,4.974,0.278,0.09347,-2.286,-0.14,-3.178,-1.576
PdAu_1_9_150,0.352823943336302,3,297.0,0.0083,6,3,67,9.1371,2.1343,2.506,2.8664,3.819,168.3,-4.934,-4.696,4.974,0.278,0.09347,-2.286,-0.14,-3.178,-1.576
PdAu_1_9_150,0.351040569847471,3,310.5,0.0083,6,3,67,9.1371,2.1343,2.506,2.8664,3.819,168.3,-4.934,-4.696,4.974,0.278,0.09347,-2.286,-0.14,-3.178,-1.576
PdAu_1_9_150,0.354471729399608,3,324.0,0.0083,6,3,67,9.1371,2.1343,2.506,2.8664,3.819,168.3,-4.934,-4.696,4.974,0.278,0.09347,-2.286,-0.14,-3.178,-1.576
PdAu_1_9_150,0.372257383896896,3,337.5,0.0083,6,3,67,9.1371,2.1343,2.506,2.8664,3.819,168.3,-4.934,-4.696,4.974,0.278,0.09347,-2.286,-0.14,-3.178,-1.576
PdAu_1_9_150,0.38493190202757,3,351.0,0.0083,6,3,67,9.1371,2.1343,2.506,2.8664,3.819,168.3,-4.934,-4.696,4.974,0.278,0.09347,-2.286,-0.14,-3.178,-1.576
PdAu_1_9_150,0.398567284702997,3,364.5,0.0083,6,3,67,9.1371,2.1343,2.506,2.8664,3.819,168.3,-4.934,-4.696,4.974,0.278,0.09347,-2.286,-0.14,-3.178,-1.576
PdAu_1_9_150,0.40831703805955,3,378.0,0.0083,6,3,67,9.1371,2.1343,2.506,2.8664,3.819,168.3,-4.934,-4.696,4.974,0.278,0.09347,-2.286,-0.14,-3.178,-1.576
PdAu_1_9_150,0.411181402954985,3,391.5,0.0083,6,3,67,9.1371,2.1343,2.506,2.8664,3.819,168.3,-4.934,-4.696,4.974,0.278,0.09347,-2.286,-0.14,-3.178,-1.576
PdAu_1_9_150,0.418735929955564,3,405.0,0.0083,6,3,67,9.1371,2.1343,2.506,2.8664,3.819,168.3,-4.934,-4.696,4.974,0.278,0.09347,-2.286,-0.14,-3.178,-1.576
PdAu_1_5_100,-0.803851274203093,2,13.5,0.01,6,3,50,9.07783333333333,2.01783333333333,2.48333333333333,2.858,3.825,169.833333333333,-5.08333333333333,-4.91333333333333,5.18333333333333,0.27,0.09025,-2.33,-0.126666666666667,-3.07666666666667,-1.64666666666667
PdAu_1_5_100,-0.265063252496394,2,54.0,0.01,6,3,50,9.07783333333333,2.01783333333333,2.48333333333333,2.858,3.825,169.833333333333,-5.08333333333333,-4.91333333333333,5.18333333333333,0.27,0.09025,-2.33,-0.126666666666667,-3.07666666666667,-1.64666666666667
PdAu_1_5_100,-0.217492541714242,2,67.5,0.01,6,3,50,9.07783333333333,2.01783333333333,2.48333333333333,2.858,3.825,169.833333333333,-5.08333333333333,-4.91333333333333,5.18333333333333,0.27,0.09025,-2.33,-0.126666666666667,-3.07666666666667,-1.64666666666667
PdAu_1_5_100,-0.169978364731387,2,81.0,0.01,6,3,50,9.07783333333333,2.01783333333333,2.48333333333333,2.858,3.825,169.833333333333,-5.08333333333333,-4.91333333333333,5.18333333333333,0.27,0.09025,-2.33,-0.126666666666667,-3.07666666666667,-1.64666666666667
PdAu_1_5_100,-0.136276178739071,2,94.5,0.01,6,3,50,9.07783333333333,2.01783333333333,2.48333333333333,2.858,3.825,169.833333333333,-5.08333333333333,-4.91333333333333,5.18333333333333,0.27,0.09025,-2.33,-0.126666666666667,-3.07666666666667,-1.64666666666667
PdAu_1_5_100,-0.108763190366651,2,108.0,0.01,6,3,50,9.07783333333333,2.01783333333333,2.48333333333333,2.858,3.825,169.833333333333,-5.08333333333333,-4.91333333333333,5.18333333333333,0.27,0.09025,-2.33,-0.126666666666667,-3.07666666666667,-1.64666666666667
PdAu_1_5_100,-0.096899592661132,2,121.5,0.01,6,3,50,9.07783333333333,2.01783333333333,2.48333333333333,2.858,3.825,169.833333333333,-5.08333333333333,-4.91333333333333,5.18333333333333,0.27,0.09025,-2.33,-0.126666666666667,-3.07666666666667,-1.64666666666667
PdAu_1_5_100,-0.079190117776461,2,135.0,0.01,6,3,50,9.07783333333333,2.01783333333333,2.48333333333333,2.858,3.825,169.833333333333,-5.08333333333333,-4.91333333333333,5.18333333333333,0.27,0.09025,-2.33,-0.126666666666667,-3.07666666666667,-1.64666666666667
PdAu_1_5_100,-0.075257872899072,2,148.5,0.01,6,3,50,9.07783333333333,2.01783333333333,2.48333333333333,2.858,3.825,169.833333333333,-5.08333333333333,-4.91333333333333,5.18333333333333,0.27,0.09025,-2.33,-0.126666666666667,-3.07666666666667,-1.64666666666667
PdAu_1_5_100,-0.053692940070295,2,162.0,0.01,6,3,50,9.07783333333333,2.01783333333333,2.48333333333333,2.858,3.825,169.833333333333,-5.08333333333333,-4.91333333333333,5.18333333333333,0.27,0.09025,-2.33,-0.126666666666667,-3.07666666666667,-1.64666666666667
PdAu_1_5_100,-0.047862244632481,2,175.5,0.01,6,3,50,9.07783333333333,2.01783333333333,2.48333333333333,2.858,3.825,169.833333333333,-5.08333333333333,-4.91333333333333,5.18333333333333,0.27,0.09025,-2.33,-0.126666666666667,-3.07666666666667,-1.64666666666667
PdAu_1_5_100,-0.025937962294607,2,189.0,0.01,6,3,50,9.07783333333333,2.01783333333333,2.48333333333333,2.858,3.825,169.833333333333,-5.08333333333333,-4.91333333333333,5.18333333333333,0.27,0.09025,-2.33,-0.126666666666667,-3.07666666666667,-1.64666666666667
PdAu_1_5_100,-0.015124135567081,2,202.5,0.01,6,3,50,9.07783333333333,2.01783333333333,2.48333333333333,2.858,3.825,169.833333333333,-5.08333333333333,-4.91333333333333,5.18333333333333,0.27,0.09025,-2.33,-0.126666666666667,-3.07666666666667,-1.64666666666667
PdAu_1_5_100,0.024166434942794,2,216.0,0.01,6,3,50,9.07783333333333,2.01783333333333,2.48333333333333,2.858,3.825,169.833333333333,-5.08333333333333,-4.91333333333333,5.18333333333333,0.27,0.09025,-2.33,-0.126666666666667,-3.07666666666667,-1.64666666666667
PdAu_1_5_100,0.024097046286627,2,229.5,0.01,6,3,50,9.07783333333333,2.01783333333333,2.48333333333333,2.858,3.825,169.833333333333,-5.08333333333333,-4.91333333333333,5.18333333333333,0.27,0.09025,-2.33,-0.126666666666667,-3.07666666666667,-1.64666666666667
PdAu_1_5_100,0.061016147982061,2,256.5,0.01,6,3,50,9.07783333333333,2.01783333333333,2.48333333333333,2.858,3.825,169.833333333333,-5.08333333333333,-4.91333333333333,5.18333333333333,0.27,0.09025,-2.33,-0.126666666666667,-3.07666666666667,-1.64666666666667
PdAu_1_5_100,0.073099470336977,2,270.0,0.01,6,3,50,9.07783333333333,2.01783333333333,2.48333333333333,2.858,3.825,169.833333333333,-5.08333333333333,-4.91333333333333,5.18333333333333,0.27,0.09025,-2.33,-0.126666666666667,-3.07666666666667,-1.64666666666667
PdAu_1_5_100,0.093561130704507,2,283.5,0.01,6,3,50,9.07783333333333,2.01783333333333,2.48333333333333,2.858,3.825,169.833333333333,-5.08333333333333,-4.91333333333333,5.18333333333333,0.27,0.09025,-2.33,-0.126666666666667,-3.07666666666667,-1.64666666666667
PdAu_1_5_100,0.113667648513878,2,297.0,0.01,6,3,50,9.07783333333333,2.01783333333333,2.48333333333333,2.858,3.825,169.833333333333,-5.08333333333333,-4.91333333333333,5.18333333333333,0.27,0.09025,-2.33,-0.126666666666667,-3.07666666666667,-1.64666666666667
PdAu_1_5_100,0.136992878773422,2,310.5,0.01,6,3,50,9.07783333333333,2.01783333333333,2.48333333333333,2.858,3.825,169.833333333333,-5.08333333333333,-4.91333333333333,5.18333333333333,0.27,0.09025,-2.33,-0.126666666666667,-3.07666666666667,-1.64666666666667
PdAu_1_5_100,0.158819627220942,2,324.0,0.01,6,3,50,9.07783333333333,2.01783333333333,2.48333333333333,2.858,3.825,169.833333333333,-5.08333333333333,-4.91333333333333,5.18333333333333,0.27,0.09025,-2.33,-0.126666666666667,-3.07666666666667,-1.64666666666667
PdAu_1_5_100,0.204538444312277,2,351.0,0.01,6,3,50,9.07783333333333,2.01783333333333,2.48333333333333,2.858,3.825,169.833333333333,-5.08333333333333,-4.91333333333333,5.18333333333333,0.27,0.09025,-2.33,-0.126666666666667,-3.07666666666667,-1.64666666666667
PdAu_1_5_100,0.248755451610267,2,378.0,0.01,6,3,50,9.07783333333333,2.01783333333333,2.48333333333333,2.858,3.825,169.833333333333,-5.08333333333333,-4.91333333333333,5.18333333333333,0.27,0.09025,-2.33,-0.126666666666667,-3.07666666666667,-1.64666666666667
PdAu_1_5_100,0.269896961653651,2,391.5,0.01,6,3,50,9.07783333333333,2.01783333333333,2.48333333333333,2.858,3.825,169.833333333333,-5.08333333333333,-4.91333333333333,5.18333333333333,0.27,0.09025,-2.33,-0.126666666666667,-3.07666666666667,-1.64666666666667
PdAu_1_5_100,0.256548301581365,2,405.0,0.01,6,3,50,9.07783333333333,2.01783333333333,2.48333333333333,2.858,3.825,169.833333333333,-5.08333333333333,-4.91333333333333,5.18333333333333,0.27,0.09025,-2.33,-0.126666666666667,-3.07666666666667,-1.64666666666667
PdAu_1_5_150,0.07279946229262,3,13.5,0.01,6,3,50,9.07783333333333,2.01783333333333,2.48333333333333,2.858,3.825,169.833333333333,-5.08333333333333,-4.91333333333333,5.18333333333333,0.27,0.09025,-2.33,-0.126666666666667,-3.07666666666667,-1.64666666666667
PdAu_1_5_150,0.126128239204766,3,27.0,0.01,6,3,50,9.07783333333333,2.01783333333333,2.48333333333333,2.858,3.825,169.833333333333,-5.08333333333333,-4.91333333333333,5.18333333333333,0.27,0.09025,-2.33,-0.126666666666667,-3.07666666666667,-1.64666666666667
PdAu_1_5_150,0.137766268702855,3,40.5,0.01,6,3,50,9.07783333333333,2.01783333333333,2.48333333333333,2.858,3.825,169.833333333333,-5.08333333333333,-4.91333333333333,5.18333333333333,0.27,0.09025,-2.33,-0.126666666666667,-3.07666666666667,-1.64666666666667
PdAu_1_5_150,0.152316745622728,3,54.0,0.01,6,3,50,9.07783333333333,2.01783333333333,2.48333333333333,2.858,3.825,169.833333333333,-5.08333333333333,-4.91333333333333,5.18333333333333,0.27,0.09025,-2.33,-0.126666666666667,-3.07666666666667,-1.64666666666667
PdAu_1_5_150,0.179943569015489,3,67.5,0.01,6,3,50,9.07783333333333,2.01783333333333,2.48333333333333,2.858,3.825,169.833333333333,-5.08333333333333,-4.91333333333333,5.18333333333333,0.27,0.09025,-2.33,-0.126666666666667,-3.07666666666667,-1.64666666666667
PdAu_1_5_150,0.19096237870795,3,81.0,0.01,6,3,50,9.07783333333333,2.01783333333333,2.48333333333333,2.858,3.825,169.833333333333,-5.08333333333333,-4.91333333333333,5.18333333333333,0.27,0.09025,-2.33,-0.126666666666667,-3.07666666666667,-1.64666666666667
PdAu_1_5_150,0.217095399068941,3,121.5,0.01,6,3,50,9.07783333333333,2.01783333333333,2.48333333333333,2.858,3.825,169.833333333333,-5.08333333333333,-4.91333333333333,5.18333333333333,0.27,0.09025,-2.33,-0.126666666666667,-3.07666666666667,-1.64666666666667
PdAu_1_5_150,0.244879592750631,3,148.5,0.01,6,3,50,9.07783333333333,2.01783333333333,2.48333333333333,2.858,3.825,169.833333333333,-5.08333333333333,-4.91333333333333,5.18333333333333,0.27,0.09025,-2.33,-0.126666666666667,-3.07666666666667,-1.64666666666667
PdAu_1_5_150,0.247909258925474,3,162.0,0.01,6,3,50,9.07783333333333,2.01783333333333,2.48333333333333,2.858,3.825,169.833333333333,-5.08333333333333,-4.91333333333333,5.18333333333333,0.27,0.09025,-2.33,-0.126666666666667,-3.07666666666667,-1.64666666666667
PdAu_1_5_150,0.251987919584551,3,175.5,0.01,6,3,50,9.07783333333333,2.01783333333333,2.48333333333333,2.858,3.825,169.833333333333,-5.08333333333333,-4.91333333333333,5.18333333333333,0.27,0.09025,-2.33,-0.126666666666667,-3.07666666666667,-1.64666666666667
PdAu_1_5_150,0.258842028125728,3,189.0,0.01,6,3,50,9.07783333333333,2.01783333333333,2.48333333333333,2.858,3.825,169.833333333333,-5.08333333333333,-4.91333333333333,5.18333333333333,0.27,0.09025,-2.33,-0.126666666666667,-3.07666666666667,-1.64666666666667
PdAu_1_5_150,0.264076119253806,3,202.5,0.01,6,3,50,9.07783333333333,2.01783333333333,2.48333333333333,2.858,3.825,169.833333333333,-5.08333333333333,-4.91333333333333,5.18333333333333,0.27,0.09025,-2.33,-0.126666666666667,-3.07666666666667,-1.64666666666667
